81
5.494071e-01 3.320158e-01 
3.675889e-01 5.494071e-01 
1.541502e-01 3.675889e-01 
7.905138e-02 1.541502e-01 
2.766798e-01 1.185771e-01 
2.252964e-01 9.881423e-02 
5.019763e-01 5.019763e-01 
2.213439e-01 5.019763e-01 
4.347826e-01 1.739130e-01 
5.849802e-01 4.980237e-01 
2.411067e-01 5.849802e-01 
4.110672e-01 1.304348e-01 
6.600791e-01 4.110672e-01 
4.308300e-01 1.343874e-01 
6.877470e-01 4.308300e-01 
3.083004e-01 6.877470e-01 
5.454545e-01 6.363636e-01 
7.233202e-01 3.794466e-01 
3.596838e-01 7.233202e-01 
6.521739e-01 5.652174e-01 
2.213439e-01 6.521739e-01 
7.154150e-01 2.608696e-01 
5.138340e-01 7.154150e-01 
7.905138e-01 3.596838e-01 
3.873518e-01 7.905138e-01 
8.063241e-01 4.426877e-01 
3.162055e-01 8.063241e-01 
8.418972e-01 4.664032e-01 
2.964427e-01 8.418972e-01 
9.169960e-01 3.675889e-01 
3.833992e-01 9.169960e-01 
6.877470e-01 1.304348e-01 
8.418972e-01 6.877470e-01 
1.739130e-01 8.418972e-01 
3.043478e-01 3.794466e-01 
3.675889e-01 2.885375e-01 
3.715415e-01 3.003953e-01 
3.833992e-01 3.122530e-01 
3.913043e-01 3.201581e-01 
3.992095e-01 3.280632e-01 
4.110672e-01 3.280632e-01 
7.114625e-01 4.150198e-01 
6.047431e-01 6.086957e-01 
7.391304e-01 2.964427e-01 
4.466403e-01 7.391304e-01 
7.707510e-01 4.150198e-01 
3.162055e-01 7.707510e-01 
7.509881e-01 5.217391e-01 
2.450593e-01 7.509881e-01 
7.628458e-01 5.770751e-01 
2.213439e-01 7.628458e-01 
8.616601e-01 5.138340e-01 
2.569170e-01 8.616601e-01 
9.288538e-01 2.529644e-01 
5.335968e-01 9.288538e-01 
6.442688e-01 9.090909e-02 
9.130435e-01 6.442688e-01 
1.936759e-01 9.130435e-01 
7.865613e-01 3.083004e-01 
4.229249e-01 7.865613e-01 
6.877470e-01 5.494071e-01 
2.173913e-01 6.877470e-01 
5.810277e-01 6.837945e-01 
7.667984e-01 2.569170e-01 
5.059289e-01 7.667984e-01 
8.102767e-01 2.529644e-01 
5.098814e-01 8.102767e-01 
7.549407e-01 1.818182e-01 
6.719368e-01 7.549407e-01 
1.000000e+00 3.320158e-01 
4.150198e-01 1.000000e+00 
2.569170e-01 2.569170e-01 
2.608696e-01 2.648221e-01 
2.608696e-01 2.727273e-01 
2.608696e-01 2.766798e-01 
2.569170e-01 2.806324e-01 
2.845850e-01 2.569170e-01 
2.924901e-01 2.687747e-01 
2.964427e-01 2.806324e-01 
3.003953e-01 2.885375e-01 
3.043478e-01 3.003953e-01 
