58
5.339806e-01 5.436893e-01 
3.592233e-01 5.339806e-01 
2.135922e-01 3.592233e-01 
1.747573e-01 2.135922e-01 
4.077670e-01 2.330097e-01 
5.825243e-01 4.077670e-01 
6.796117e-01 4.951456e-01 
5.242718e-01 6.796117e-01 
6.893204e-01 5.339806e-01 
5.436893e-01 2.718447e-01 
7.087379e-01 5.436893e-01 
7.184466e-01 5.728155e-01 
4.854369e-01 7.184466e-01 
7.378641e-01 5.922330e-01 
4.854369e-01 7.378641e-01 
7.669903e-01 6.116505e-01 
4.660194e-01 7.669903e-01 
1.067961e-01 8.737864e-02 
7.669903e-01 6.213592e-01 
4.757282e-01 7.669903e-01 
6.504854e-01 2.815534e-01 
7.864078e-01 6.504854e-01 
4.660194e-01 7.864078e-01 
8.737864e-02 6.796117e-02 
8.155340e-01 6.504854e-01 
4.660194e-01 8.155340e-01 
7.766990e-02 5.825243e-02 
6.699029e-01 2.621359e-01 
8.446602e-01 6.699029e-01 
4.854369e-01 8.446602e-01 
1.650485e-01 4.854369e-01 
6.796117e-02 4.854369e-02 
6.699029e-01 2.621359e-01 
8.640777e-01 6.699029e-01 
4.951456e-01 8.640777e-01 
1.553398e-01 4.951456e-01 
5.825243e-02 4.854369e-02 
6.601942e-01 2.427184e-01 
9.126214e-01 6.601942e-01 
5.242718e-01 9.126214e-01 
4.854369e-02 3.883495e-02 
9.320388e-01 6.407767e-01 
5.631068e-01 9.320388e-01 
3.883495e-02 4.854369e-02 
9.708738e-01 6.213592e-01 
6.019417e-01 9.708738e-01 
2.912621e-02 2.912621e-02 
9.902913e-01 5.728155e-01 
6.504854e-01 9.902913e-01 
2.038835e-01 6.504854e-01 
1.941748e-02 2.912621e-02 
1.000000e+00 5.242718e-01 
7.281553e-01 1.000000e+00 
2.233010e-01 7.281553e-01 
0.000000e+00 2.912621e-02 
4.660194e-01 1.067961e-01 
9.902913e-01 4.660194e-01 
7.961165e-01 9.902913e-01 
